size, nfeat, sum_fnpairs, sum_fbalance
26,8,26,66
26,8,26,68
26,8,26,70
26,8,26,72
26,8,26,74
26,8,26,76
26,8,26,78
26,8,26,80
26,8,27,44
26,8,27,56
26,8,27,60
26,8,27,64
26,8,27,68
26,8,27,72
26,8,27,74
26,8,27,76
26,8,27,78
26,8,27,84
26,8,28,54
26,8,28,60
26,8,28,62
26,8,28,64
26,8,28,70
26,8,28,72
26,8,28,74
26,8,28,78
26,8,28,84
26,8,29,72
26,8,29,74
26,8,29,80
26,8,30,60
26,8,30,76
26,8,8,20
26,8,8,28
26,8,8,32
26,8,8,34
26,8,8,38
26,8,8,40
26,8,8,42
26,8,8,44
26,8,8,48
26,8,9,14
26,8,9,20
26,8,9,24
26,8,9,26
26,8,9,28
26,8,9,30
26,8,9,32
26,8,9,34
26,8,9,36
26,8,9,38
26,8,9,40
26,8,9,42
26,8,9,44
26,8,9,46
26,8,9,48
26,8,9,50
26,8,9,52
26,8,9,54
26,8,9,56
26,8,9,60
26,9,10,20
26,9,10,24
26,9,10,26
26,9,10,28
26,9,10,30
26,9,10,32
26,9,10,34
26,9,10,36
26,9,10,38
26,9,10,40
26,9,10,42
26,9,10,44
26,9,10,46
26,9,10,48
26,9,10,50
26,9,10,52
26,9,10,54
26,9,10,56
26,9,10,58
26,9,10,60
26,9,10,62
26,9,10,64
26,9,10,66
26,9,10,68
26,9,10,70
26,9,10,72
26,9,10,74
26,9,10,76
26,9,10,78
26,9,10,80
26,9,10,82
26,9,10,84
26,9,11,20
26,9,11,22
26,9,11,24
26,9,11,26
26,9,11,28
26,9,11,30
26,9,11,32
26,9,11,34
26,9,11,36
26,9,11,38
26,9,11,40
26,9,11,42
26,9,11,44
26,9,11,46
26,9,11,48
26,9,11,50
26,9,11,52
26,9,11,54
26,9,11,56
26,9,11,58
26,9,11,60
26,9,11,62
26,9,11,64
26,9,11,66
26,9,11,68
26,9,11,70
26,9,11,72
26,9,11,74
26,9,11,76
26,9,11,78
26,9,11,80
26,9,11,82
26,9,11,84
26,9,11,86
26,9,11,88
26,9,11,90
26,9,11,92
26,9,11,98
26,9,12,18
26,9,12,20
26,9,12,22
26,9,12,24
26,9,12,26
26,9,12,28
26,9,12,30
26,9,12,32
26,9,12,34
26,9,12,36
26,9,12,38
26,9,12,40
26,9,12,42
26,9,12,44
26,9,12,46
26,9,12,48
26,9,12,50
26,9,12,52
26,9,12,54
26,9,12,56
26,9,12,58
26,9,12,60
26,9,12,62
26,9,12,64
26,9,12,66
26,9,12,68
26,9,12,70
26,9,12,72
26,9,12,74
26,9,12,76
26,9,12,78
26,9,12,80
26,9,12,82
26,9,12,84
26,9,12,86
26,9,12,88
26,9,12,90
26,9,12,94
26,9,13,16
26,9,13,22
26,9,13,24
26,9,13,26
26,9,13,28
26,9,13,30
26,9,13,32
26,9,13,34
26,9,13,36
26,9,13,38
26,9,13,40
26,9,13,42
26,9,13,44
26,9,13,46
26,9,13,48
26,9,13,50
26,9,13,52
26,9,13,54
26,9,13,56
26,9,13,58
26,9,13,60
26,9,13,62
26,9,13,64
26,9,13,66
26,9,13,68
26,9,13,70
26,9,13,72
26,9,13,74
26,9,13,76
26,9,13,78
26,9,13,80
26,9,13,82
26,9,13,84
26,9,13,86
26,9,13,88
26,9,13,90
26,9,13,94
26,9,14,100
26,9,14,20
26,9,14,22
26,9,14,24
26,9,14,26
26,9,14,28
26,9,14,30
26,9,14,32
26,9,14,34
26,9,14,36
26,9,14,38
26,9,14,40
26,9,14,42
26,9,14,44
26,9,14,46
26,9,14,48
26,9,14,50
26,9,14,52
26,9,14,54
26,9,14,56
26,9,14,58
26,9,14,60
26,9,14,62
26,9,14,64
26,9,14,66
26,9,14,68
26,9,14,70
26,9,14,72
26,9,14,74
26,9,14,76
26,9,14,78
26,9,14,80
26,9,14,82
26,9,14,84
26,9,14,86
26,9,14,88
26,9,14,90
26,9,14,92
26,9,14,94
26,9,15,100
26,9,15,20
26,9,15,26
26,9,15,28
26,9,15,30
26,9,15,32
26,9,15,34
26,9,15,36
26,9,15,38
26,9,15,40
26,9,15,42
26,9,15,44
26,9,15,46
26,9,15,48
26,9,15,50
26,9,15,52
26,9,15,54
26,9,15,56
26,9,15,58
26,9,15,60
26,9,15,62
26,9,15,64
26,9,15,66
26,9,15,68
26,9,15,70
26,9,15,72
26,9,15,74
26,9,15,76
26,9,15,78
26,9,15,80
26,9,15,82
26,9,15,84
26,9,15,86
26,9,15,88
26,9,15,90
26,9,15,92
26,9,15,94
26,9,15,96
26,9,15,98
26,9,16,102
26,9,16,24
26,9,16,26
26,9,16,28
26,9,16,30
26,9,16,32
26,9,16,34
26,9,16,36
26,9,16,38
26,9,16,40
26,9,16,42
26,9,16,44
26,9,16,46
26,9,16,48
26,9,16,50
26,9,16,52
26,9,16,54
26,9,16,56
26,9,16,58
26,9,16,60
26,9,16,62
26,9,16,64
26,9,16,66
26,9,16,68
26,9,16,70
26,9,16,72
26,9,16,74
26,9,16,76
26,9,16,78
26,9,16,80
26,9,16,82
26,9,16,84
26,9,16,86
26,9,16,88
26,9,16,90
26,9,16,92
26,9,16,94
26,9,16,96
26,9,16,98
26,9,17,30
26,9,17,32
26,9,17,34
26,9,17,36
26,9,17,38
26,9,17,40
26,9,17,42
26,9,17,44
26,9,17,46
26,9,17,48
26,9,17,50
26,9,17,52
26,9,17,54
26,9,17,56
26,9,17,58
26,9,17,60
26,9,17,62
26,9,17,64
26,9,17,66
26,9,17,68
26,9,17,70
26,9,17,72
26,9,17,74
26,9,17,76
26,9,17,78
26,9,17,80
26,9,17,82
26,9,17,84
26,9,17,86
26,9,17,88
26,9,17,90
26,9,17,92
26,9,17,94
26,9,17,96
26,9,17,98
26,9,18,100
26,9,18,102
26,9,18,26
26,9,18,36
26,9,18,38
26,9,18,40
26,9,18,42
26,9,18,44
26,9,18,46
26,9,18,48
26,9,18,50
26,9,18,52
26,9,18,54
26,9,18,56
26,9,18,58
26,9,18,60
26,9,18,62
26,9,18,64
26,9,18,66
26,9,18,68
26,9,18,70
26,9,18,72
26,9,18,74
26,9,18,76
26,9,18,78
26,9,18,80
26,9,18,82
26,9,18,84
26,9,18,86
26,9,18,88
26,9,18,90
26,9,18,92
26,9,18,94
26,9,18,96
26,9,18,98
26,9,19,100
26,9,19,36
26,9,19,40
26,9,19,42
26,9,19,44
26,9,19,46
26,9,19,48
26,9,19,50
26,9,19,52
26,9,19,54
26,9,19,56
26,9,19,58
26,9,19,60
26,9,19,62
26,9,19,64
26,9,19,66
26,9,19,68
26,9,19,70
26,9,19,72
26,9,19,74
26,9,19,76
26,9,19,78
26,9,19,80
26,9,19,82
26,9,19,84
26,9,19,86
26,9,19,88
26,9,19,90
26,9,19,92
26,9,19,94
26,9,19,96
26,9,19,98
26,9,20,100
26,9,20,102
26,9,20,104
26,9,20,26
26,9,20,46
26,9,20,48
26,9,20,50
26,9,20,52
26,9,20,54
26,9,20,56
26,9,20,58
26,9,20,60
26,9,20,62
26,9,20,64
26,9,20,66
26,9,20,68
26,9,20,70
26,9,20,72
26,9,20,74
26,9,20,76
26,9,20,78
26,9,20,80
26,9,20,82
26,9,20,84
26,9,20,86
26,9,20,88
26,9,20,90
26,9,20,92
26,9,20,94
26,9,20,96
26,9,20,98
26,9,21,100
26,9,21,50
26,9,21,54
26,9,21,56
26,9,21,60
26,9,21,62
26,9,21,64
26,9,21,66
26,9,21,68
26,9,21,70
26,9,21,72
26,9,21,74
26,9,21,76
26,9,21,78
26,9,21,80
26,9,21,82
26,9,21,84
26,9,21,86
26,9,21,88
26,9,21,90
26,9,21,92
26,9,21,94
26,9,21,96
26,9,21,98
26,9,22,100
26,9,22,60
26,9,22,62
26,9,22,64
26,9,22,70
26,9,22,72
26,9,22,74
26,9,22,76
26,9,22,78
26,9,22,80
26,9,22,82
26,9,22,84
26,9,22,86
26,9,22,88
26,9,22,90
26,9,22,92
26,9,22,94
26,9,23,58
26,9,23,64
26,9,23,72
26,9,23,76
26,9,23,80
26,9,23,84
26,9,23,86
26,9,23,90
26,9,23,92
26,9,23,96
26,9,24,100
26,9,24,102
26,9,24,104
26,9,24,86
26,9,24,92
26,9,25,70
26,9,25,82
26,9,25,88
26,9,9,22
26,9,9,24
26,9,9,28
26,9,9,30
26,9,9,32
26,9,9,34
26,9,9,36
26,9,9,38
26,9,9,40
26,9,9,42
26,9,9,44
26,9,9,46
26,9,9,48
26,9,9,50
26,9,9,52
26,9,9,54
26,9,9,56
26,9,9,58
26,9,9,60
26,9,9,62
26,9,9,64
26,9,9,66
26,9,9,68
26,9,9,70
26,9,9,72
26,9,9,74
26,9,9,76
26,9,9,78
26,9,9,80
26,9,9,88
27,10,10,100
27,10,10,102
27,10,10,106
27,10,10,108
27,10,10,110
27,10,10,34
27,10,10,36
27,10,10,38
27,10,10,40
27,10,10,42
27,10,10,44
27,10,10,46
27,10,10,48
27,10,10,50
27,10,10,52
27,10,10,54
27,10,10,56
27,10,10,58
27,10,10,60
27,10,10,62
27,10,10,64
27,10,10,66
27,10,10,68
27,10,10,70
27,10,10,72
27,10,10,74
27,10,10,76
27,10,10,78
27,10,10,80
27,10,10,82
27,10,10,84
27,10,10,86
27,10,10,88
27,10,10,90
27,10,10,92
27,10,10,94
27,10,10,96
27,10,10,98
27,10,11,100
27,10,11,102
27,10,11,104
27,10,11,106
27,10,11,108
27,10,11,110
27,10,11,114
27,10,11,26
27,10,11,32
27,10,11,34
27,10,11,36
27,10,11,38
27,10,11,40
27,10,11,42
27,10,11,44
27,10,11,46
27,10,11,48
27,10,11,50
27,10,11,52
27,10,11,54
27,10,11,56
27,10,11,58
27,10,11,60
27,10,11,62
27,10,11,64
27,10,11,66
27,10,11,68
27,10,11,70
27,10,11,72
27,10,11,74
27,10,11,76
27,10,11,78
27,10,11,80
27,10,11,82
27,10,11,84
27,10,11,86
27,10,11,88
27,10,11,90
27,10,11,92
27,10,11,94
27,10,11,96
27,10,11,98
27,10,12,100
27,10,12,102
27,10,12,104
27,10,12,106
27,10,12,108
27,10,12,110
27,10,12,112
27,10,12,114
27,10,12,118
27,10,12,30
27,10,12,34
27,10,12,36
27,10,12,38
27,10,12,40
27,10,12,42
27,10,12,44
27,10,12,46
27,10,12,48
27,10,12,50
27,10,12,52
27,10,12,54
27,10,12,56
27,10,12,58
27,10,12,60
27,10,12,62
27,10,12,64
27,10,12,66
27,10,12,68
27,10,12,70
27,10,12,72
27,10,12,74
27,10,12,76
27,10,12,78
27,10,12,80
27,10,12,82
27,10,12,84
27,10,12,86
27,10,12,88
27,10,12,90
27,10,12,92
27,10,12,94
27,10,12,96
27,10,12,98
27,10,13,100
27,10,13,102
27,10,13,104
27,10,13,106
27,10,13,108
27,10,13,110
27,10,13,114
27,10,13,116
27,10,13,28
27,10,13,34
27,10,13,36
27,10,13,38
27,10,13,40
27,10,13,42
27,10,13,44
27,10,13,46
27,10,13,48
27,10,13,50
27,10,13,52
27,10,13,54
27,10,13,56
27,10,13,58
27,10,13,60
27,10,13,62
27,10,13,64
27,10,13,66
27,10,13,68
27,10,13,70
27,10,13,72
27,10,13,74
27,10,13,76
27,10,13,78
27,10,13,80
27,10,13,82
27,10,13,84
27,10,13,86
27,10,13,88
27,10,13,90
27,10,13,92
27,10,13,94
27,10,13,96
27,10,13,98
27,10,14,100
27,10,14,102
27,10,14,104
27,10,14,106
27,10,14,108
27,10,14,110
27,10,14,112
27,10,14,114
27,10,14,118
27,10,14,32
27,10,14,36
27,10,14,38
27,10,14,40
27,10,14,42
27,10,14,44
27,10,14,46
27,10,14,48
27,10,14,50
27,10,14,52
27,10,14,54
27,10,14,56
27,10,14,58
27,10,14,60
27,10,14,62
27,10,14,64
27,10,14,66
27,10,14,68
27,10,14,70
27,10,14,72
27,10,14,74
27,10,14,76
27,10,14,78
27,10,14,80
27,10,14,82
27,10,14,84
27,10,14,86
27,10,14,88
27,10,14,90
27,10,14,92
27,10,14,94
27,10,14,96
27,10,14,98
27,10,15,100
27,10,15,102
27,10,15,104
27,10,15,106
27,10,15,108
27,10,15,110
27,10,15,112
27,10,15,114
27,10,15,116
27,10,15,120
27,10,15,36
27,10,15,38
27,10,15,42
27,10,15,44
27,10,15,46
27,10,15,48
27,10,15,50
27,10,15,52
27,10,15,54
27,10,15,56
27,10,15,58
27,10,15,60
27,10,15,62
27,10,15,64
27,10,15,66
27,10,15,68
27,10,15,70
27,10,15,72
27,10,15,74
27,10,15,76
27,10,15,78
27,10,15,80
27,10,15,82
27,10,15,84
27,10,15,86
27,10,15,88
27,10,15,90
27,10,15,92
27,10,15,94
27,10,15,96
27,10,15,98
27,10,16,100
27,10,16,102
27,10,16,104
27,10,16,106
27,10,16,108
27,10,16,110
27,10,16,112
27,10,16,114
27,10,16,116
27,10,16,120
27,10,16,42
27,10,16,44
27,10,16,46
27,10,16,48
27,10,16,50
27,10,16,52
27,10,16,54
27,10,16,56
27,10,16,58
27,10,16,60
27,10,16,62
27,10,16,64
27,10,16,66
27,10,16,68
27,10,16,70
27,10,16,72
27,10,16,74
27,10,16,76
27,10,16,78
27,10,16,80
27,10,16,82
27,10,16,84
27,10,16,86
27,10,16,88
27,10,16,90
27,10,16,92
27,10,16,94
27,10,16,96
27,10,16,98
27,10,17,100
27,10,17,102
27,10,17,104
27,10,17,106
27,10,17,108
27,10,17,110
27,10,17,112
27,10,17,114
27,10,17,48
27,10,17,50
27,10,17,52
27,10,17,54
27,10,17,56
27,10,17,58
27,10,17,60
27,10,17,62
27,10,17,64
27,10,17,66
27,10,17,68
27,10,17,70
27,10,17,72
27,10,17,74
27,10,17,76
27,10,17,78
27,10,17,80
27,10,17,82
27,10,17,84
27,10,17,86
27,10,17,88
27,10,17,90
27,10,17,92
27,10,17,94
27,10,17,96
27,10,17,98
27,10,18,100
27,10,18,102
27,10,18,104
27,10,18,106
27,10,18,108
27,10,18,110
27,10,18,114
27,10,18,116
27,10,18,120
27,10,18,122
27,10,18,42
27,10,18,56
27,10,18,60
27,10,18,62
27,10,18,64
27,10,18,66
27,10,18,68
27,10,18,70
27,10,18,72
27,10,18,74
27,10,18,76
27,10,18,78
27,10,18,80
27,10,18,82
27,10,18,84
27,10,18,86
27,10,18,88
27,10,18,90
27,10,18,92
27,10,18,94
27,10,18,96
27,10,18,98
27,10,19,100
27,10,19,102
27,10,19,104
27,10,19,106
27,10,19,108
27,10,19,110
27,10,19,114
27,10,19,116
27,10,19,118
27,10,19,54
27,10,19,60
27,10,19,62
27,10,19,64
27,10,19,66
27,10,19,72
27,10,19,74
27,10,19,76
27,10,19,78
27,10,19,80
27,10,19,82
27,10,19,84
27,10,19,86
27,10,19,88
27,10,19,92
27,10,19,94
27,10,19,96
27,10,19,98
27,10,20,100
27,10,20,108
27,10,20,112
27,10,20,118
27,10,20,60
27,10,20,62
27,10,20,68
27,10,20,76
27,10,20,82
27,10,20,84
27,10,20,88
27,10,20,96
27,10,20,98
27,10,21,98
27,10,22,104
27,11,11,101
27,11,11,103
27,11,11,105
27,11,11,107
27,11,11,109
27,11,11,111
27,11,11,113
27,11,11,115
27,11,11,117
27,11,11,119
27,11,11,121
27,11,11,123
27,11,11,125
27,11,11,127
27,11,11,129
27,11,11,133
27,11,11,37
27,11,11,39
27,11,11,41
27,11,11,43
27,11,11,45
27,11,11,47
27,11,11,49
27,11,11,51
27,11,11,53
27,11,11,55
27,11,11,57
27,11,11,59
27,11,11,61
27,11,11,63
27,11,11,65
27,11,11,67
27,11,11,69
27,11,11,71
27,11,11,73
27,11,11,75
27,11,11,77
27,11,11,79
27,11,11,81
27,11,11,83
27,11,11,85
27,11,11,87
27,11,11,89
27,11,11,91
27,11,11,93
27,11,11,95
27,11,11,97
27,11,11,99
27,11,12,101
27,11,12,103
27,11,12,105
27,11,12,107
27,11,12,109
27,11,12,111
27,11,12,113
27,11,12,115
27,11,12,117
27,11,12,119
27,11,12,121
27,11,12,123
27,11,12,125
27,11,12,127
27,11,12,129
27,11,12,131
27,11,12,133
27,11,12,135
27,11,12,137
27,11,12,39
27,11,12,41
27,11,12,45
27,11,12,47
27,11,12,49
27,11,12,51
27,11,12,53
27,11,12,55
27,11,12,57
27,11,12,59
27,11,12,61
27,11,12,63
27,11,12,65
27,11,12,67
27,11,12,69
27,11,12,71
27,11,12,73
27,11,12,75
27,11,12,77
27,11,12,79
27,11,12,81
27,11,12,83
27,11,12,85
27,11,12,87
27,11,12,89
27,11,12,91
27,11,12,93
27,11,12,95
27,11,12,97
27,11,12,99
27,11,13,101
27,11,13,103
27,11,13,105
27,11,13,107
27,11,13,109
27,11,13,111
27,11,13,113
27,11,13,115
27,11,13,117
27,11,13,119
27,11,13,121
27,11,13,123
27,11,13,125
27,11,13,127
27,11,13,129
27,11,13,131
27,11,13,133
27,11,13,135
27,11,13,137
27,11,13,139
27,11,13,141
27,11,13,43
27,11,13,45
27,11,13,47
27,11,13,49
27,11,13,51
27,11,13,53
27,11,13,55
27,11,13,57
27,11,13,59
27,11,13,61
27,11,13,63
27,11,13,65
27,11,13,67
27,11,13,69
27,11,13,71
27,11,13,73
27,11,13,75
27,11,13,77
27,11,13,79
27,11,13,81
27,11,13,83
27,11,13,85
27,11,13,87
27,11,13,89
27,11,13,91
27,11,13,93
27,11,13,95
27,11,13,97
27,11,13,99
27,11,14,101
27,11,14,103
27,11,14,105
27,11,14,107
27,11,14,109
27,11,14,111
27,11,14,113
27,11,14,115
27,11,14,117
27,11,14,119
27,11,14,121
27,11,14,123
27,11,14,125
27,11,14,127
27,11,14,129
27,11,14,131
27,11,14,133
27,11,14,135
27,11,14,141
27,11,14,47
27,11,14,49
27,11,14,51
27,11,14,53
27,11,14,55
27,11,14,57
27,11,14,59
27,11,14,61
27,11,14,63
27,11,14,65
27,11,14,67
27,11,14,69
27,11,14,71
27,11,14,73
27,11,14,75
27,11,14,77
27,11,14,79
27,11,14,81
27,11,14,83
27,11,14,85
27,11,14,87
27,11,14,89
27,11,14,91
27,11,14,93
27,11,14,95
27,11,14,97
27,11,14,99
27,11,15,101
27,11,15,103
27,11,15,105
27,11,15,107
27,11,15,109
27,11,15,111
27,11,15,113
27,11,15,115
27,11,15,117
27,11,15,119
27,11,15,121
27,11,15,123
27,11,15,125
27,11,15,127
27,11,15,129
27,11,15,131
27,11,15,133
27,11,15,135
27,11,15,143
27,11,15,47
27,11,15,55
27,11,15,57
27,11,15,59
27,11,15,63
27,11,15,65
27,11,15,67
27,11,15,69
27,11,15,71
27,11,15,73
27,11,15,75
27,11,15,77
27,11,15,79
27,11,15,81
27,11,15,83
27,11,15,85
27,11,15,87
27,11,15,89
27,11,15,91
27,11,15,93
27,11,15,95
27,11,15,97
27,11,15,99
27,11,16,101
27,11,16,103
27,11,16,105
27,11,16,107
27,11,16,109
27,11,16,111
27,11,16,113
27,11,16,115
27,11,16,117
27,11,16,119
27,11,16,121
27,11,16,123
27,11,16,125
27,11,16,127
27,11,16,129
27,11,16,131
27,11,16,133
27,11,16,137
27,11,16,59
27,11,16,65
27,11,16,67
27,11,16,69
27,11,16,71
27,11,16,73
27,11,16,75
27,11,16,77
27,11,16,79
27,11,16,81
27,11,16,83
27,11,16,85
27,11,16,87
27,11,16,89
27,11,16,91
27,11,16,93
27,11,16,95
27,11,16,97
27,11,16,99
27,11,17,101
27,11,17,103
27,11,17,105
27,11,17,107
27,11,17,109
27,11,17,111
27,11,17,113
27,11,17,115
27,11,17,117
27,11,17,119
27,11,17,121
27,11,17,123
27,11,17,125
27,11,17,127
27,11,17,133
27,11,17,135
27,11,17,149
27,11,17,55
27,11,17,65
27,11,17,67
27,11,17,69
27,11,17,71
27,11,17,73
27,11,17,77
27,11,17,81
27,11,17,83
27,11,17,85
27,11,17,87
27,11,17,89
27,11,17,91
27,11,17,93
27,11,17,95
27,11,17,97
27,11,17,99
27,11,18,101
27,11,18,103
27,11,18,105
27,11,18,107
27,11,18,109
27,11,18,111
27,11,18,113
27,11,18,115
27,11,18,117
27,11,18,119
27,11,18,121
27,11,18,123
27,11,18,125
27,11,18,129
27,11,18,79
27,11,18,83
27,11,18,85
27,11,18,87
27,11,18,89
27,11,18,93
27,11,18,95
27,11,18,99
27,11,19,101
27,11,19,103
27,11,19,107
27,11,19,111
27,11,19,115
27,11,19,117
27,11,19,127
27,11,19,131
27,11,19,87
27,11,19,93
27,11,19,97
27,11,20,109
27,11,21,151
27,12,12,100
27,12,12,102
27,12,12,104
27,12,12,106
27,12,12,108
27,12,12,110
27,12,12,112
27,12,12,114
27,12,12,116
27,12,12,118
27,12,12,120
27,12,12,122
27,12,12,124
27,12,12,126
27,12,12,128
27,12,12,130
27,12,12,132
27,12,12,134
27,12,12,136
27,12,12,138
27,12,12,140
27,12,12,142
27,12,12,144
27,12,12,146
27,12,12,148
27,12,12,150
27,12,12,152
27,12,12,154
27,12,12,156
27,12,12,158
27,12,12,162
27,12,12,164
27,12,12,50
27,12,12,52
27,12,12,54
27,12,12,56
27,12,12,58
27,12,12,60
27,12,12,62
27,12,12,64
27,12,12,66
27,12,12,68
27,12,12,70
27,12,12,72
27,12,12,74
27,12,12,76
27,12,12,78
27,12,12,80
27,12,12,82
27,12,12,84
27,12,12,86
27,12,12,88
27,12,12,90
27,12,12,92
27,12,12,94
27,12,12,96
27,12,12,98
27,12,13,100
27,12,13,102
27,12,13,104
27,12,13,106
27,12,13,108
27,12,13,110
27,12,13,112
27,12,13,114
27,12,13,116
27,12,13,118
27,12,13,120
27,12,13,122
27,12,13,124
27,12,13,126
27,12,13,128
27,12,13,130
27,12,13,132
27,12,13,134
27,12,13,136
27,12,13,138
27,12,13,140
27,12,13,142
27,12,13,144
27,12,13,146
27,12,13,148
27,12,13,150
27,12,13,152
27,12,13,154
27,12,13,156
27,12,13,158
27,12,13,160
27,12,13,162
27,12,13,166
27,12,13,54
27,12,13,56
27,12,13,58
27,12,13,60
27,12,13,62
27,12,13,64
27,12,13,66
27,12,13,68
27,12,13,70
27,12,13,72
27,12,13,74
27,12,13,76
27,12,13,78
27,12,13,80
27,12,13,82
27,12,13,84
27,12,13,86
27,12,13,88
27,12,13,90
27,12,13,92
27,12,13,94
27,12,13,96
27,12,13,98
27,12,14,100
27,12,14,102
27,12,14,104
27,12,14,106
27,12,14,108
27,12,14,110
27,12,14,112
27,12,14,114
27,12,14,116
27,12,14,118
27,12,14,120
27,12,14,122
27,12,14,124
27,12,14,126
27,12,14,128
27,12,14,130
27,12,14,132
27,12,14,134
27,12,14,136
27,12,14,138
27,12,14,140
27,12,14,142
27,12,14,144
27,12,14,146
27,12,14,148
27,12,14,150
27,12,14,152
27,12,14,154
27,12,14,156
27,12,14,158
27,12,14,160
27,12,14,58
27,12,14,60
27,12,14,62
27,12,14,64
27,12,14,66
27,12,14,68
27,12,14,70
27,12,14,72
27,12,14,74
27,12,14,76
27,12,14,78
27,12,14,80
27,12,14,82
27,12,14,84
27,12,14,86
27,12,14,88
27,12,14,90
27,12,14,92
27,12,14,94
27,12,14,96
27,12,14,98
27,12,15,100
27,12,15,102
27,12,15,104
27,12,15,106
27,12,15,108
27,12,15,110
27,12,15,112
27,12,15,114
27,12,15,116
27,12,15,118
27,12,15,120
27,12,15,122
27,12,15,124
27,12,15,126
27,12,15,128
27,12,15,130
27,12,15,132
27,12,15,134
27,12,15,136
27,12,15,138
27,12,15,140
27,12,15,142
27,12,15,144
27,12,15,146
27,12,15,148
27,12,15,150
27,12,15,152
27,12,15,154
27,12,15,156
27,12,15,158
27,12,15,160
27,12,15,162
27,12,15,168
27,12,15,62
27,12,15,70
27,12,15,72
27,12,15,74
27,12,15,76
27,12,15,78
27,12,15,80
27,12,15,82
27,12,15,84
27,12,15,86
27,12,15,88
27,12,15,90
27,12,15,92
27,12,15,94
27,12,15,96
27,12,15,98
27,12,16,100
27,12,16,102
27,12,16,104
27,12,16,106
27,12,16,108
27,12,16,110
27,12,16,112
27,12,16,114
27,12,16,116
27,12,16,118
27,12,16,120
27,12,16,122
27,12,16,124
27,12,16,126
27,12,16,128
27,12,16,130
27,12,16,132
27,12,16,134
27,12,16,136
27,12,16,138
27,12,16,140
27,12,16,142
27,12,16,144
27,12,16,146
27,12,16,148
27,12,16,150
27,12,16,152
27,12,16,154
27,12,16,158
27,12,16,160
27,12,16,162
27,12,16,168
27,12,16,60
27,12,16,68
27,12,16,78
27,12,16,80
27,12,16,82
27,12,16,84
27,12,16,86
27,12,16,88
27,12,16,90
27,12,16,92
27,12,16,94
27,12,16,96
27,12,16,98
27,12,17,100
27,12,17,102
27,12,17,104
27,12,17,106
27,12,17,108
27,12,17,110
27,12,17,112
27,12,17,114
27,12,17,116
27,12,17,118
27,12,17,120
27,12,17,122
27,12,17,124
27,12,17,126
27,12,17,128
27,12,17,130
27,12,17,132
27,12,17,134
27,12,17,136
27,12,17,138
27,12,17,140
27,12,17,142
27,12,17,144
27,12,17,146
27,12,17,148
27,12,17,150
27,12,17,152
27,12,17,68
27,12,17,78
27,12,17,84
27,12,17,86
27,12,17,90
27,12,17,92
27,12,17,94
27,12,17,96
27,12,17,98
27,12,18,102
27,12,18,104
27,12,18,110
27,12,18,112
27,12,18,114
27,12,18,116
27,12,18,118
27,12,18,120
27,12,18,122
27,12,18,124
27,12,18,126
27,12,18,128
27,12,18,130
27,12,18,132
27,12,18,134
27,12,18,136
27,12,18,138
27,12,18,142
27,12,18,144
27,12,18,146
27,12,18,148
27,12,18,150
27,12,18,152
27,12,18,164
27,12,19,122
27,12,19,128
27,12,19,134
27,12,19,138
27,12,19,142
27,12,19,144
27,12,19,146
27,12,19,150
27,12,19,82
27,12,20,138
27,12,20,150
27,6,21,16
27,6,22,12
27,6,22,16
27,6,22,18
27,6,23,12
27,6,23,14
27,6,23,16
27,6,23,18
27,6,23,22
27,6,23,24
27,6,23,8
27,6,24,10
27,6,24,12
27,6,24,14
27,6,24,16
27,6,24,18
27,6,24,20
27,6,24,24
27,6,25,10
27,6,25,12
27,6,25,14
27,6,25,16
27,6,25,18
27,6,25,20
27,6,25,22
27,6,25,24
27,6,26,10
27,6,26,12
27,6,26,14
27,6,26,16
27,6,26,18
27,6,26,20
27,6,26,22
27,6,26,24
27,6,26,26
27,6,26,28
27,6,26,30
27,6,26,6
27,6,26,8
27,6,27,10
27,6,27,12
27,6,27,14
27,6,27,16
27,6,27,18
27,6,27,20
27,6,27,22
27,6,27,24
27,6,27,26
27,6,27,28
27,6,27,8
27,6,28,10
27,6,28,12
27,6,28,14
27,6,28,16
27,6,28,18
27,6,28,20
27,6,28,22
27,6,28,24
27,6,28,26
27,6,28,28
27,6,28,30
27,6,28,6
27,6,28,8
27,6,29,10
27,6,29,12
27,6,29,14
27,6,29,16
27,6,29,18
27,6,29,20
27,6,29,22
27,6,29,24
27,6,29,26
27,6,29,28
27,6,29,30
27,6,29,6
27,6,29,8
27,6,30,10
27,6,30,12
27,6,30,14
27,6,30,16
27,6,30,18
27,6,30,20
27,6,30,22
27,6,30,24
27,6,30,26
27,6,30,28
27,6,30,30
27,6,30,32
27,6,30,34
27,6,30,6
27,6,30,8
27,6,31,10
27,6,31,12
27,6,31,14
27,6,31,16
27,6,31,18
27,6,31,20
27,6,31,22
27,6,31,24
27,6,31,26
27,6,31,28
27,6,31,30
27,6,31,32
27,6,31,6
27,6,31,8
27,6,32,10
27,6,32,12
27,6,32,14
27,6,32,16
27,6,32,18
27,6,32,20
27,6,32,22
27,6,32,24
27,6,32,26
27,6,32,28
27,6,32,30
27,6,32,32
27,6,32,34
27,6,32,38
27,6,32,6
27,6,32,8
27,6,33,10
27,6,33,12
27,6,33,14
27,6,33,16
27,6,33,18
27,6,33,20
27,6,33,22
27,6,33,24
27,6,33,26
27,6,33,28
27,6,33,30
27,6,33,32
27,6,33,34
27,6,33,36
27,6,33,6
