,Language_Name,Num_Segments,Sum_Balance,Num_Contrastive_Features,Order_Name,Sum_Balance_syllabic,Sum_Balance_stress,Sum_Balance_long,Sum_Balance_consonantal,Sum_Balance_sonorant,Sum_Balance_continuant,Sum_Balance_delayed.release,Sum_Balance_approximant,Sum_Balance_tap,Sum_Balance_trill,Sum_Balance_nasal,Sum_Balance_voice,Sum_Balance_spread.gl,Sum_Balance_constr.gl,Sum_Balance_labial,Sum_Balance_round,Sum_Balance_labiodental,Sum_Balance_coronal,Sum_Balance_anterior,Sum_Balance_distributed,Sum_Balance_strident,Sum_Balance_lateral,Sum_Balance_dorsal,Sum_Balance_high,Sum_Balance_low,Sum_Balance_front,Sum_Balance_back,Sum_Balance_tense,Feature_Depth_syllabic,Feature_Depth_stress,Feature_Depth_long,Feature_Depth_consonantal,Feature_Depth_sonorant,Feature_Depth_continuant,Feature_Depth_delayed.release,Feature_Depth_approximant,Feature_Depth_tap,Feature_Depth_trill,Feature_Depth_nasal,Feature_Depth_voice,Feature_Depth_spread.gl,Feature_Depth_constr.gl,Feature_Depth_labial,Feature_Depth_round,Feature_Depth_labiodental,Feature_Depth_coronal,Feature_Depth_anterior,Feature_Depth_distributed,Feature_Depth_strident,Feature_Depth_lateral,Feature_Depth_dorsal,Feature_Depth_high,Feature_Depth_low,Feature_Depth_front,Feature_Depth_back,Feature_Depth_tense,Subinventory_Size_syllabic,Subinventory_Size_stress,Subinventory_Size_long,Subinventory_Size_consonantal,Subinventory_Size_sonorant,Subinventory_Size_continuant,Subinventory_Size_delayed.release,Subinventory_Size_approximant,Subinventory_Size_tap,Subinventory_Size_trill,Subinventory_Size_nasal,Subinventory_Size_voice,Subinventory_Size_spread.gl,Subinventory_Size_constr.gl,Subinventory_Size_labial,Subinventory_Size_round,Subinventory_Size_labiodental,Subinventory_Size_coronal,Subinventory_Size_anterior,Subinventory_Size_distributed,Subinventory_Size_strident,Subinventory_Size_lateral,Subinventory_Size_dorsal,Subinventory_Size_high,Subinventory_Size_low,Subinventory_Size_front,Subinventory_Size_back,Subinventory_Size_tense,Sum_Balance_By_Feature_Heightsyllabic,Sum_Balance_By_Feature_Heightstress,Sum_Balance_By_Feature_Heightlong,Sum_Balance_By_Feature_Heightconsonantal,Sum_Balance_By_Feature_Heightsonorant,Sum_Balance_By_Feature_Heightcontinuant,Sum_Balance_By_Feature_Heightdelayed.release,Sum_Balance_By_Feature_Heightapproximant,Sum_Balance_By_Feature_Heighttap,Sum_Balance_By_Feature_Heighttrill,Sum_Balance_By_Feature_Heightnasal,Sum_Balance_By_Feature_Heightvoice,Sum_Balance_By_Feature_Heightspread.gl,Sum_Balance_By_Feature_Heightconstr.gl,Sum_Balance_By_Feature_Heightlabial,Sum_Balance_By_Feature_Heightround,Sum_Balance_By_Feature_Heightlabiodental,Sum_Balance_By_Feature_Heightcoronal,Sum_Balance_By_Feature_Heightanterior,Sum_Balance_By_Feature_Heightdistributed,Sum_Balance_By_Feature_Heightstrident,Sum_Balance_By_Feature_Heightlateral,Sum_Balance_By_Feature_Heightdorsal,Sum_Balance_By_Feature_Heighthigh,Sum_Balance_By_Feature_Heightlow,Sum_Balance_By_Feature_Heightfront,Sum_Balance_By_Feature_Heightback,Sum_Balance_By_Feature_Heighttense
515,GARAWA,3,1,2,O6,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,
516,GARAWA,3,1,2,O7,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,
517,GARAWA,3,1,2,O8,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,,
518,GARAWA,3,1,2,O9,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,
519,GARAWA,3,1,2,O10,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,
520,Ukrainian,6,2,4,O1,,,,,,,,,,,,,,,2,,,,,,,,,2,4,,,0,,,,,,,,,,,,,,,0,,,,,,,,,1,2,,,3,,,,,,,,,,,,,,,6,,,,,,,,,6,4,,,2,,,,,,,,,,,,,,,0,,,,,,,,,0,2,,,0
521,Ukrainian,6,5,4,O2,,,,,,,,,,,,,,,,,,,,,,,,0,,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,3,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,2,,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,1
522,Ukrainian,6,5,4,O3,,,,,,,,,,,,,,,5,,,,,,,,,0,6,,,0,,,,,,,,,,,,,,,0,,,,,,,,,3,1,,,2,,,,,,,,,,,,,,,6,,,,,,,,,2,6,,,5,,,,,,,,,,,,,,,1,,,,,,,,,0,2,,,0
523,Ukrainian,6,6,4,O4,,,,,,,,,,,,,,,0,,,,,,,,,0,6,,,0,,,,,,,,,,,,,,,1,,,,,,,,,3,0,,,2,,,,,,,,,,,,,,,5,,,,,,,,,2,6,,,5,,,,,,,,,,,,,,,0,,,,,,,,,0,1,,,0
524,Ukrainian,6,5,4,O5,,,,,,,,,,,,,,,5,,,,,,,,,0,6,,,0,,,,,,,,,,,,,,,0,,,,,,,,,3,1,,,2,,,,,,,,,,,,,,,6,,,,,,,,,2,6,,,5,,,,,,,,,,,,,,,1,,,,,,,,,0,2,,,0
525,Ukrainian,6,5,4,O6,,,,,,,,,,,,,,,,,,,,,,,,1,6,,5,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,,0,3,,,,,,,,,,,,,,,,,,,,,,,,5,6,,6,2,,,,,,,,,,,,,,,,,,,,,,,,0,2,,1,0
526,Ukrainian,6,5,4,O7,,,,,,,,,,,,,,,,5,,,,,,,,0,7,,,5,,,,,,,,,,,,,,,,1,,,,,,,,3,2,,,0,,,,,,,,,,,,,,,,6,,,,,,,,2,3,,,6,,,,,,,,,,,,,,,,1,,,,,,,,0,3,,,1
527,Ukrainian,6,2,4,O8,,,,,,,,,,,,,,,,2,,,,,,,,0,,2,,0,,,,,,,,,,,,,,,,1,,,,,,,,3,,0,,2,,,,,,,,,,,,,,,,6,,,,,,,,2,,6,,5,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,,0
528,Ukrainian,6,5,4,O9,,,,,,,,,,,,,,,,,,,,,,,,7,,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,2,,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,3,,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,3,,4,1,1
529,Ukrainian,6,5,4,O10,,,,,,,,,,,,,,,,,,,,,,,,0,,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,3,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,2,,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,0
530,SIERRA MIWOK,6,2,4,O1,,,,,,,,,,,,,,,2,,,,,,,,,2,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,6,,,,,,,,,6,4,2,,,,,,,,,,,,,,,,,0,,,,,,,,,0,2,0,,
531,SIERRA MIWOK,6,2,3,O2,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0
532,SIERRA MIWOK,6,5,4,O3,,,,,,,,,,,,,,,5,,,,,,,,,,6,0,,1,,,,,,,,,,,,,,,0,,,,,,,,,,1,3,,2,,,,,,,,,,,,,,,6,,,,,,,,,,6,2,,5,,,,,,,,,,,,,,,1,,,,,,,,,,2,0,,0
533,SIERRA MIWOK,6,6,4,O4,,,,,,,,,,,,,,,0,,,,,,,,,,6,0,,1,,,,,,,,,,,,,,,1,,,,,,,,,,0,3,,2,,,,,,,,,,,,,,,5,,,,,,,,,,6,2,,5,,,,,,,,,,,,,,,0,,,,,,,,,,1,0,,0
534,SIERRA MIWOK,6,5,4,O5,,,,,,,,,,,,,,,5,,,,,,,,,,6,0,,1,,,,,,,,,,,,,,,0,,,,,,,,,,1,3,,2,,,,,,,,,,,,,,,6,,,,,,,,,,6,2,,5,,,,,,,,,,,,,,,1,,,,,,,,,,2,0,,0
535,SIERRA MIWOK,6,5,4,O6,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,5,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,5,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,
536,SIERRA MIWOK,6,2,4,O7,,,,,,,,,,,,,,,,4,,,,,,,,,4,0,,2,,,,,,,,,,,,,,,,1,,,,,,,,,2,3,,0,,,,,,,,,,,,,,,,6,,,,,,,,,4,2,,6,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,,0
537,SIERRA MIWOK,6,2,4,O8,,,,,,,,,,,,,,,,5,,,,,,,,,5,2,,0,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,,3,,,,,,,,,,,,,,,,6,,,,,,,,,6,6,,4,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,,0
538,SIERRA MIWOK,6,2,3,O9,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0
539,SIERRA MIWOK,6,2,3,O10,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
540,IVATAN,4,3,3,O1,,,,,,,,,,,,,,,3,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,4,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2,,,
541,IVATAN,4,0,3,O2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0
542,IVATAN,4,3,3,O3,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,0
543,IVATAN,4,3,3,O4,,,,,,,,,,,,,,,0,,,,,,,,,,3,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,0,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,4,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,0
544,IVATAN,4,3,3,O5,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,0
545,IVATAN,4,3,3,O6,,,,,,,,,,,,,,,,,,,,,,,,0,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,1,
546,IVATAN,4,0,3,O7,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,4,,,,,,,,,2,,,4,,,,,,,,,,,,,,,,0,,,,,,,,,2,,,0
547,IVATAN,4,3,3,O8,,,,,,,,,,,,,,,,3,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,1,,
548,IVATAN,4,0,3,O9,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0
549,IVATAN,4,3,3,O10,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1
550,Secoya,6,2,4,O1,,,,,,,,,,,,,,,2,,,,,,,,,2,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,6,,,,,,,,,6,4,2,,,,,,,,,,,,,,,,,0,,,,,,,,,0,2,0,,
551,Secoya,6,6,4,O2,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,3,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,4,,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1
552,Secoya,6,5,4,O3,,,,,,,,,,,,,,,5,,,,,,,,,0,5,0,,,,,,,,,,,,,,,,,0,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,6,,,,,,,,,4,6,5,,,,,,,,,,,,,,,,,1,,,,,,,,,0,1,0,,
553,Secoya,6,6,4,O4,,,,,,,,,,,,,,,0,,,,,,,,,1,6,0,,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,3,,,,,,,,,,,,,,,,,5,,,,,,,,,5,6,2,,,,,,,,,,,,,,,,,0,,,,,,,,,0,1,0,,
554,Secoya,6,5,4,O5,,,,,,,,,,,,,,,5,,,,,,,,,1,6,0,,,,,,,,,,,,,,,,,0,,,,,,,,,2,1,3,,,,,,,,,,,,,,,,,6,,,,,,,,,5,6,2,,,,,,,,,,,,,,,,,1,,,,,,,,,0,2,0,,
555,Secoya,6,5,4,O6,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,5,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,5,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,
556,Secoya,6,6,4,O7,,,,,,,,,,,,,,,,0,,,,,,,,1,,0,,6,,,,,,,,,,,,,,,,1,,,,,,,,2,,3,,0,,,,,,,,,,,,,,,,5,,,,,,,,5,,2,,6,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,,1
557,Secoya,6,2,4,O8,,,,,,,,,,,,,,,,5,,,,,,,,0,5,2,,,,,,,,,,,,,,,,,,1,,,,,,,,3,2,0,,,,,,,,,,,,,,,,,,6,,,,,,,,4,6,6,,,,,,,,,,,,,,,,,,1,,,,,,,,0,2,0,,
558,Secoya,6,6,4,O9,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,2,,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,5,,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1
559,Secoya,6,5,4,O10,,,,,,,,,,,,,,,,,,,,,,,,0,,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,3,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,4,,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0
560,Colorado; Tsafiki,5,2,3,O1,,,,,,,,,,,,,,,2,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,5,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,3,,,
561,Colorado; Tsafiki,5,3,3,O2,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1
562,Colorado; Tsafiki,5,2,3,O3,,,,,,,,,,,,,,,2,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,0,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,1,,,
563,Colorado; Tsafiki,5,3,3,O4,,,,,,,,,,,,,,,0,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,4,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,1,,,
564,Colorado; Tsafiki,5,2,3,O5,,,,,,,,,,,,,,,2,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,0,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,1,,,
565,Colorado; Tsafiki,5,2,3,O6,,,,,,,,,,,,,,,,,,,,,,,,0,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,
566,Colorado; Tsafiki,5,3,3,O7,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,1
567,Colorado; Tsafiki,5,2,3,O8,,,,,,,,,,,,,,,,1,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,0,,,,,,,,,,,,,,,,,,5,,,,,,,,4,,5,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,,
568,Colorado; Tsafiki,5,3,3,O9,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1
569,Colorado; Tsafiki,5,2,3,O10,,,,,,,,,,,,,,,,,,,,,,,,0,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
570,YUPIK,4,3,3,O1,,,,,,,,,,,,,,,3,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,4,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2,,,
571,YUPIK,4,0,3,O2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0
572,YUPIK,4,3,3,O3,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,0
573,YUPIK,4,3,3,O4,,,,,,,,,,,,,,,0,,,,,,,,,,3,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,0,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,4,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,0
574,YUPIK,4,3,3,O5,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,0
575,YUPIK,4,3,3,O6,,,,,,,,,,,,,,,,,,,,,,,,0,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,1,
576,YUPIK,4,0,3,O7,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,4,,,,,,,,,2,,,4,,,,,,,,,,,,,,,,0,,,,,,,,,2,,,0
577,YUPIK,4,3,3,O8,,,,,,,,,,,,,,,,3,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,1,,
578,YUPIK,4,0,3,O9,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0
579,YUPIK,4,3,3,O10,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1
580,TIRURAY,6,2,4,O1,,,,,,,,,,,,,,,2,,,,,,,,,2,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,6,,,,,,,,,6,4,2,,,,,,,,,,,,,,,,,0,,,,,,,,,0,2,0,,
581,TIRURAY,6,2,3,O2,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0
582,TIRURAY,6,5,4,O3,,,,,,,,,,,,,,,5,,,,,,,,,,6,0,,1,,,,,,,,,,,,,,,0,,,,,,,,,,1,3,,2,,,,,,,,,,,,,,,6,,,,,,,,,,6,2,,5,,,,,,,,,,,,,,,1,,,,,,,,,,2,0,,0
583,TIRURAY,6,6,4,O4,,,,,,,,,,,,,,,0,,,,,,,,,,6,0,,1,,,,,,,,,,,,,,,1,,,,,,,,,,0,3,,2,,,,,,,,,,,,,,,5,,,,,,,,,,6,2,,5,,,,,,,,,,,,,,,0,,,,,,,,,,1,0,,0
584,TIRURAY,6,5,4,O5,,,,,,,,,,,,,,,5,,,,,,,,,,6,0,,1,,,,,,,,,,,,,,,0,,,,,,,,,,1,3,,2,,,,,,,,,,,,,,,6,,,,,,,,,,6,2,,5,,,,,,,,,,,,,,,1,,,,,,,,,,2,0,,0
585,TIRURAY,6,5,4,O6,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,5,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,5,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,
586,TIRURAY,6,2,4,O7,,,,,,,,,,,,,,,,4,,,,,,,,,4,0,,2,,,,,,,,,,,,,,,,1,,,,,,,,,2,3,,0,,,,,,,,,,,,,,,,6,,,,,,,,,4,2,,6,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,,0
587,TIRURAY,6,2,4,O8,,,,,,,,,,,,,,,,5,,,,,,,,,5,2,,0,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,,3,,,,,,,,,,,,,,,,6,,,,,,,,,6,6,,4,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,,0
588,TIRURAY,6,2,3,O9,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0
589,TIRURAY,6,2,3,O10,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
590,South Efate,5,2,3,O1,,,,,,,,,,,,,,,2,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,5,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,3,,,
591,South Efate,5,3,3,O2,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1
592,South Efate,5,2,3,O3,,,,,,,,,,,,,,,2,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,0,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,1,,,
593,South Efate,5,3,3,O4,,,,,,,,,,,,,,,0,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,4,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,1,,,
594,South Efate,5,2,3,O5,,,,,,,,,,,,,,,2,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,0,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,1,,,
595,South Efate,5,2,3,O6,,,,,,,,,,,,,,,,,,,,,,,,0,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,
596,South Efate,5,3,3,O7,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,1
597,South Efate,5,2,3,O8,,,,,,,,,,,,,,,,1,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,0,,,,,,,,,,,,,,,,,,5,,,,,,,,4,,5,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,,
598,South Efate,5,3,3,O9,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1
599,South Efate,5,2,3,O10,,,,,,,,,,,,,,,,,,,,,,,,0,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0
