"SEGMENT","REPORT_DATE","SOURCE","INVENTORY_ID","LANGUAGE_CODE_ID","ALTERNATE_NAMES","ROOT","WALS_GENUS","AREA","syllabic","stress","long","consonantal","sonorant","continuant","delayed.release","approximant","tap","trill","nasal","voice","spread.gl","constr.gl","labial","round","labiodental","coronal","anterior","distributed","strident","lateral","dorsal","high","low","front","back","tense"
"d","2012-09-20 03:33:25","PHOIBLE","I1507","xon","Konkomba","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1194","bwq","Bobo","ncon","Western Mande","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I280","chr","CHEROKEE","iroq","Southern Iroquoian","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I731","ife","ifɛ̀","ncon","Defoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","SPA","I111","ign","Moxo","arwk","Arawakan","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I682","bqc","boussa (boko)","ncon","Eastern Mande","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1068","ruk","Che; Rukuba; Kuche; Bache; Inchazi; Sale","ncon","Platoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I997","sas","Sasak","anes","Malayic","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1145","ita","Italian","ieur","Romance","Europe","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","SPA","I33","btx","Batak","anes","Sumatra","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I843","yat","yambɛta","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1140","ces","Czech","ieur","Slavic","Europe","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1191","bhw","Biak","anes","South Halmahera - West New Guinea","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I393","kbk","KOIARI","trng","Koiarian","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I982","smq","Samo","trng","East Strickland","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I685","cme","cerma ","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I999","pos","Popoluca de Sayula","mizo","Mixe-Zoque","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I946","mhk","Mungaka","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1553","bss","Akoose","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I825","taq","tamasheq","afas","Berber","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","SPA","I21","dap","Dafla","sitb","Tani","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I263","brx","BODO","sitb","Bodo-Garo","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I678","beh","biali","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I415","kkw","TEKE","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I662","bfd","bafut","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I805","yas","nugunu","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I828","tuq","teda","nsah","Western Saharan","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1110","ets","Etsako","ncon","Edoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1126","mnk","Mandingo","ncon","Western Mande","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I962","igo","Ngomba","trng","Madang","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I974","fai","Faiwol","trng","Ok","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I786","myk","minyanka","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1210","blb","Bilua","epap","Bilua","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1039","bjz","Baruga","trng","Binanderean","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I745","xsm","kasem","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I899","mgi","Jili","ncon","Platoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I989","run","Rundi","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I586","tpm","TAMPULMA","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I888","huv","Huave, San Mateo del Mar","huav","Huavean","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I768","lin","lingala","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I759","kus","kusal","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1021","zoh","San Miguel Chimalapa Zoque","mizo","Mixe-Zoque","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1078","zab","Tlacolula Valley Zapotec; Western Tlacolula Zapotec; Zapotec, San Juan Guelavía","otma","Zapotecan","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I791","mnf","mundani","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I772","lee","lyélé","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","SPA","I37","tgl","Tagalog","anes","Meso-Philippine","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1166","jbj","Arandai","trng","South Birds Head","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1111","frr","Frisian","ieur","Germanic","Europe","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I842","yam","yamba","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","SPA","I114","bao","Barasano","tucn","Tucanoan","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I676","nhb","bɛ̀ŋ (ngain)","ncon","Eastern Mande","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I646","zoc","ZOQUE","mizo","Mixe-Zoque","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1009","bax","Shupamem","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I704","bin","ẹdo ","ncon","Edoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I908","ken","Kenyang","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1010","sjr","Siar-Lak","anes","Oceanic","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1052","gay","Gayo","anes","Gayo","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I367","ijc","KOLOKUMA IJO","ncon","Ijoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I804","lns","nsoʼ","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I770","lug","luganda","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I303","dbl","DYIRBAL","aust","Pama-Nyungan","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I257","bom","BIROM","ncon","Platoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1183","bgj","Bangolan","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I629","yaq","YAQUI","utaz","Cahita","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I692","ada","dangme ","ncon","Kwa","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1206","oon","Öñge; Ong; Onge","anda","South Andamanese","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I824","ttq","tamajaq","afas","Berber","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1066","txx","Tatana'; Tatanaq; Tatana","anes","Northwest Malayo-Polynesian","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I707","ema","emai","ncon","Edoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I988","xmt","Matbat","anes","Central Malayo-Polynesian","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I889","qxw","Huanca","quch","Quechuan","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I933","mva","Manam","anes","Oceanic","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1326","maw","Mampruli","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1155","qvh","Huallaga (Huanuco) Quechua","quch","Quechuan","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I637","yrb","YAREBA","trng","Yareban","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I836","vag","vagala","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","SPA","I173","pst","Pashto","ieur","Iranian","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1255","sef","Senoufo-Cebaara","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I632","ygr","YAGARIA","trng","Eastern Highlands","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I787","mzw","mo (Deg)","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1211","hoa","Hoava","anes","Oceanic","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1207","plo","Oluta Popoluca; Olutec","mizo","Mixe-Zoque","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I364","iba","IBAN","anes","Malayic","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I317","ekg","EKARI","trng","Wissel Lakes-Kemandoga","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I248","bdy","BANDJALANG","aust","Pama-Nyungan","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I766","lia","limba","ncon","Southern Atlantic","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1525","abi","Abidji","ncon","Kwa","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I838","wwa","waama","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I724","gjn","gonja","ncon","Kwa","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1096","arh","Ika","chib","Aruak","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1064","wos","Hanga Hundi; Kwasengen; West Wosera","sepr","Middle Sepik","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1582","mcu","Mambila","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1040","tav","Tatuyo","tucn","Tucanoan","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1044","tft","Ternate","wpap","North Halmaheran","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I253","bib","BISA","ncon","Eastern Mande","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","UPSID","I256","bmr","MUINANE","wita","Boran","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1042","mzn","Mazanderani","ieur","Iranian","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I973","mpt","Mianmin","trng","Ok","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I931","mxu","Mada","afas","Biu-Mandara","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I829","kdh","tem","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","SPA","I116","car","Carib","cari","Cariban","America","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1196","bot","Bongo","nsah","Bongo-Bagirmi","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I913","kkk","Kokota","anes","Oceanic","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I892","imn","Imonda","trng","Border","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I975","oku","Oku","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I992","ndi","Samba Leko","ncon","Adamawa","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1185","bch","Bariai","anes","Oceanic","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","PHOIBLE","I1526","adj","Adioukrou","ncon","Kwa","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","Chanard","I728","hag","hanga","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"d","2012-09-20 03:33:25","SPA","I139","dag","Dagbani","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","+","-","-","-","-","0","0","0","0","0"
"ɖ","2012-09-20 03:33:25","Chanard","I760","las","lama","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-","-","-","-","0","0","0","0","0"
"ɖ","2012-09-20 03:33:25","UPSID","I441","lef","LELEMI","ncon","Kwa","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-","-","-","-","0","0","0","0","0"
"ɖ","2012-09-20 03:33:25","PHOIBLE","I1579","ahl","Igo","ncon","Kwa","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-","-","-","-","0","0","0","0","0"
"ɖ","2012-09-20 03:33:25","Chanard","I721","gej","gɛn-mina (Benin)","ncon","Kwa","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-","-","-","-","0","0","0","0","0"
"ɖ","2012-09-20 03:33:25","Chanard","I747","ozm","kɔɔzime","ncon","Bantoid","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-","-","-","-","0","0","0","0","0"
"ɖ","2012-09-20 03:33:25","Chanard","I651","ajg","adja (Bénin)","ncon","Kwa","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-","-","-","-","0","0","0","0","0"
"ɖ","2012-09-20 03:33:25","Chanard","I711","fon","fɔn","ncon","Kwa","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-","-","-","-","0","0","0","0","0"
"ɖ","2012-09-20 03:33:25","Chanard","I830","tfi","tɔfin","ncon","Kwa","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-","-","-","-","0","0","0","0","0"
"ɖ","2012-09-20 03:33:25","UPSID","I522","pwn","PAIWAN","anes","Paiwanic","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-","-","-","-","0","0","0","0","0"
"ɖ","2012-09-20 03:33:25","SPA","I173","pst","Pashto","ieur","Iranian","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-","-","-","-","0","0","0","0","0"
"ɖ","2012-09-20 03:33:25","UPSID","I456","mde","MABA","nsah","Maban","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-","-","-","-","0","0","0","0","0"
"ɖ","2012-09-20 03:33:25","Chanard","I829","kdh","tem","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","+","-","-","-","-","-","0","0","0","0","0"
"ɡ","2012-09-20 03:33:25","Chanard","I724","gjn","gonja","ncon","Kwa","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","+","-","0","0","0"
"ɡ","2012-09-20 03:33:25","PHOIBLE","I892","imn","Imonda","trng","Border","Pacific","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","+","-","0","0","0"
"ɡ","2012-09-20 03:33:25","PHOIBLE","I1037","mky","East Makian","anes","South Halmahera - West New Guinea","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","+","-","0","0","0"
"ɡ","2012-09-20 03:33:25","Chanard","I685","cme","cerma ","ncon","Gur","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","+","-","0","0","0"
"ɡ","2012-09-20 03:33:25","PHOIBLE","I1145","ita","Italian","ieur","Romance","Europe","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","+","-","0","0","0"
"ɡ","2012-09-20 03:33:25","PHOIBLE","I992","ndi","Samba Leko","ncon","Adamawa","Africa","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","+","-","0","0","0"
"ɡ","2012-09-20 03:33:25","PHOIBLE","I1042","mzn","Mazanderani","ieur","Iranian","Asia","-","-","-","+","-","-","-","-","-","-","-","+","-","-","-","-","-","-","0","0","0","-","+","+","-","0","0","0"
